"ARK","CREATE_DATE","CREATED_BY","LAST_MODIFIED_DATE","LAST_MODIFIED_BY","PARENT_ARK","SEQUENCE","STATUS","TITLE","TYPE"
"21198/zz0008zff6",31-JAN-08,"dlp@lists.ucla.edu",10-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",362,"Completed","Interview of William Rosenthal","Interview"
"21198/zz000900nw",31-JAN-08,"dlp@lists.ucla.edu",05-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",120,"Completed","Interview of George P. Johnson","Interview"
"21198/zz0008zh30",31-JAN-08,"dlp@lists.ucla.edu",05-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",128,"Completed","Interview of Gordon Wagner","Interview"
"21198/zz0008zhbm",31-JAN-08,"dlp@lists.ucla.edu",10-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",82,"Completed","Interview of Ellis E. Patterson","Interview"
"21198/zz0008zhq9",31-JAN-08,"dlp@lists.ucla.edu",14-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",352,"Completed","Interview of Willard Van der Veer","Interview"
"21198/zz0008zd7m",31-JAN-08,"dlp@lists.ucla.edu",17-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",202,"Completed","Interview of Lester Rodney","Interview"
"21198/zz0008zfh7",31-JAN-08,"dlp@lists.ucla.edu",20-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",215,"Completed","Interview of Manuel Compinsky","Interview"
"21198/zz0008zfrv",31-JAN-08,"dlp@lists.ucla.edu",05-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",76,"Completed","Interview of Edmond DePatie","Interview"
"21198/zz0008zcc6",31-JAN-08,"dlp@lists.ucla.edu",04-NOV-20,"tbarnett@library.ucla.edu","21198/zz000904xz",221,"Completed","Interview of Margarete Clark","Interview"
"21198/zz000901qd",31-JAN-08,"dlp@lists.ucla.edu",17-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",172,"Completed","Interview of John C. Cuneo","Interview"
"21198/zz00090222",31-JAN-08,"dlp@lists.ucla.edu",17-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",183,"Completed","Interview of John Vincent","Interview"
"21198/zz0008zj61",31-JAN-08,"dlp@lists.ucla.edu",05-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",75,"Completed","Interview of Edgar A. Jones Jr.","Interview"
"21198/zz0008zdrc",31-JAN-08,"dlp@lists.ucla.edu",27-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",261,"Completed","Interview of Paul Soldner","Interview"
"21198/zz0008zdj8",31-JAN-08,"dlp@lists.ucla.edu",27-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",287,"Completed","Interview of Richard Rudolph","Interview"
"21198/zz0008zhjq",31-JAN-08,"dlp@lists.ucla.edu",03-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",316,"Completed","Interview of Sam Rosenwein","Interview"
"21198/zz000902cq",31-JAN-08,"dlp@lists.ucla.edu",14-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",239,"Completed","Interview of Mrs. Edward Huntsman-Trout","Interview"
"21198/zz0008zj40",31-JAN-08,"dlp@lists.ucla.edu",20-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",229,"Completed","Interview of Mehli Mehta","Interview"
"21198/zz0008zhf5",31-JAN-08,"dlp@lists.ucla.edu",27-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",293,"Completed","Interview of Robert E. Alexander","Interview"
"21198/zz0008zxcx",31-JAN-08,"dlp@lists.ucla.edu",28-JUL-20,"oralhistory@library.ucla.edu","21198/zz000904xz",65,"Completed","Interview of Dora Lurie","Interview"
"21198/zz000904b5",31-JAN-08,"dlp@lists.ucla.edu",03-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",324,"Completed","Interview of Sidney Forrester Mashbir","Interview"
"21198/zz0008zd21",31-JAN-08,"dlp@lists.ucla.edu",10-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",113,"Completed","Interview of Friedrich A. Von Hayek","Interview"
"21198/zz0009041h",31-JAN-08,"dlp@lists.ucla.edu",17-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",134,"Completed","Interview of Hancock Banning Jr.","Interview"
"21198/zz0008zcdq",31-JAN-08,"dlp@lists.ucla.edu",17-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",130,"Completed","Interview of Grant Dahlstrom","Interview"
"21198/zz0008zzm1",31-JAN-08,"dlp@lists.ucla.edu",14-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",333,"Completed","Interview of Thomas Craige","Interview"
"21198/zz0009045k",31-JAN-08,"dlp@lists.ucla.edu",03-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",340,"Completed","Interview of W. W. Hodkinson","Interview"
"21198/zz00090463",31-JAN-08,"dlp@lists.ucla.edu",27-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",241,"Completed","Interview of Myron C. Nutting","Interview"
"21198/zz0009047m",31-JAN-08,"dlp@lists.ucla.edu",27-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",256,"Completed","Interview of Paul A. Hatfield","Interview"
"21198/zz0009034k",31-JAN-08,"dlp@lists.ucla.edu",17-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",138,"Completed","Interview of Harry E. Barnes","Interview"
"21198/zz00090353",31-JAN-08,"dlp@lists.ucla.edu",08-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",6,"Completed","Interview of Albert Aron","Interview"
"21198/zz00090374",31-JAN-08,"dlp@lists.ucla.edu",14-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",309,"Completed","Interview of Roy Brewer","Interview"
"21198/zz00090484",31-JAN-08,"dlp@lists.ucla.edu",30-JUL-20,"oralhistory@library.ucla.edu","21198/zz000904xz",44,"Completed","Interview of Charles G. Gant","Interview"
"21198/zz000903bp",31-JAN-08,"dlp@lists.ucla.edu",09-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",95,"Completed","Interview of Forrest J. Ackerman","Interview"
"21198/zz0009038n",31-JAN-08,"dlp@lists.ucla.edu",14-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",259,"Completed","Interview of Paul Russo","Interview"
"21198/zz000903h8",31-JAN-08,"dlp@lists.ucla.edu",08-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",37,"Completed","Interview of Bernadine Fritz","Interview"
"21198/zz000903js",31-JAN-08,"dlp@lists.ucla.edu",20-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",240,"Completed","Interview of Mrs. H. Little","Interview"
"21198/zz000904fq",31-JAN-08,"dlp@lists.ucla.edu",30-JUL-20,"oralhistory@library.ucla.edu","21198/zz000904xz",17,"Completed","Interview of Andrew J. Hamilton (1966)","Interview"
"21198/zz000904g7",31-JAN-08,"dlp@lists.ucla.edu",27-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",265,"Completed","Interview of Peter Yates","Interview"
"21198/zz000903k9",31-JAN-08,"dlp@lists.ucla.edu",30-JUL-20,"oralhistory@library.ucla.edu","21198/zz000904xz",22,"Completed","Interview of Arnold B. Larson","Interview"
"21198/zz000903pv",31-JAN-08,"dlp@lists.ucla.edu",09-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",147,"Completed","Interview of Herbert Aller","Interview"
"21198/zz000903qc",31-JAN-08,"dlp@lists.ucla.edu",09-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",116,"Completed","Interview of George Cukor (1963)","Interview"
"21198/zz000904hr",31-JAN-08,"dlp@lists.ucla.edu",09-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",41,"Completed","Interview of Caroline Liebig","Interview"
"21198/zz000904ks",31-JAN-08,"dlp@lists.ucla.edu",14-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",198,"Completed","Interview of Lawrence Morton","Interview"
"21198/zz0008zc4k",31-JAN-08,"dlp@lists.ucla.edu",17-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",144,"Completed","Interview of Henry James Forman","Interview"
"21198/zz000903tx",31-JAN-08,"dlp@lists.ucla.edu",14-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",213,"Completed","Interview of Madeleine Borough","Interview"
"21198/zz000903rw",31-JAN-08,"dlp@lists.ucla.edu",17-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",200,"Completed","Interview of Leo Branton","Interview"
"21198/zz000903sd",31-JAN-08,"dlp@lists.ucla.edu",30-JUL-20,"oralhistory@library.ucla.edu","21198/zz000904xz",50,"Completed","Interview of Claude H. Hudson","Interview"
"21198/zz000904m9",31-JAN-08,"dlp@lists.ucla.edu",10-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",253,"Completed","Interview of Patrick J. Hillings","Interview"
"21198/zz000904nt",31-JAN-08,"dlp@lists.ucla.edu",17-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",133,"Completed","Interview of Hale Sparks","Interview"
"21198/zz000903xg",31-JAN-08,"dlp@lists.ucla.edu",08-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",36,"Completed","Interview of Bennet Mills Allen","Interview"
"21198/zz0008zf52",31-JAN-08,"dlp@lists.ucla.edu",03-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",356,"Completed","Interview of William Gould Young","Interview"
"21198/zz0008zf8m",31-JAN-08,"dlp@lists.ucla.edu",30-JUL-20,"oralhistory@library.ucla.edu","21198/zz000904xz",61,"Completed","Interview of Don Winter","Interview"
"21198/zz0008zg0z",31-JAN-08,"dlp@lists.ucla.edu",14-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",300,"Completed","Interview of Robert North","Interview"
"21198/zz0008zg1g",31-JAN-08,"dlp@lists.ucla.edu",05-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",97,"Completed","Interview of Frances Clarke Sayers","Interview"
"21198/zz0008zghq",31-JAN-08,"dlp@lists.ucla.edu",30-JUL-20,"oralhistory@library.ucla.edu","21198/zz000904xz",27,"Completed","Interview of Arthur James McFadden","Interview"
"21198/zz0008zx8c",31-JAN-08,"dlp@lists.ucla.edu",08-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",30,"Completed","Interview of Barbara Nestor","Interview"
"21198/zz000902j9",31-JAN-08,"dlp@lists.ucla.edu",09-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",179,"Completed","Interview of John Mason","Interview"
"21198/zz0008zjg5",31-JAN-08,"dlp@lists.ucla.edu",03-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",317,"Completed","Interview of Samuel Butler","Interview"
"21198/zz0008zjkq",31-JAN-08,"dlp@lists.ucla.edu",03-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",354,"Completed","Interview of William C. Aston","Interview"
"21198/zz0008zk0d",31-JAN-08,"dlp@lists.ucla.edu",03-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",353,"Completed","Interview of William B. Elconin","Interview"
"21198/zz0008zfn9",31-JAN-08,"dlp@lists.ucla.edu",15-SEP-20,"tbarnett@library.ucla.edu","21198/zz000904xz",320,"Completed","Interview of Seniel Ostrow","Interview"
"21198/zz0008zkn7",31-JAN-08,"dlp@lists.ucla.edu",03-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",322,"Completed","Interview of Sherman M. Mellinkoff","Interview"
"21198/zz0008zkf4",31-JAN-08,"dlp@lists.ucla.edu",20-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",208,"Completed","Interview of Louis Kaufman","Interview"
"21198/zz000903vf",31-JAN-08,"dlp@lists.ucla.edu",14-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",209,"Completed","Interview of Louis Milestone","Interview"
"21198/zz0008zkwv",31-JAN-08,"dlp@lists.ucla.edu",30-JUL-20,"oralhistory@library.ucla.edu","21198/zz000904xz",63,"Completed","Interview of Donald E. Hartsock","Interview"
"21198/zz0008zm3f",31-JAN-08,"dlp@lists.ucla.edu",27-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",252,"Completed","Interview of Patricia Altman","Interview"
"21198/zz0008zqws",31-JAN-08,"dlp@lists.ucla.edu",30-JUL-20,"oralhistory@library.ucla.edu","21198/zz000904xz",69,"Completed","Interview of Dorothy Warenskjold","Interview"
"21198/zz0008zm5g",31-JAN-08,"dlp@lists.ucla.edu",20-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",212,"Completed","Interview of Lynton Kistler","Interview"
"21198/zz0008zmck",31-JAN-08,"dlp@lists.ucla.edu",27-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",249,"Completed","Interview of Norris Poulson","Interview"
"21198/zz0008zmr8",31-JAN-08,"dlp@lists.ucla.edu",30-JUL-20,"oralhistory@library.ucla.edu","21198/zz000904xz",42,"Completed","Interview of Catherine Dace","Interview"
"21198/zz0008zmss",31-JAN-08,"dlp@lists.ucla.edu",17-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",137,"Completed","Interview of Harold H. Story","Interview"
"21198/zz0008zn5z",31-JAN-08,"dlp@lists.ucla.edu",10-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",177,"Completed","Interview of John Joseph Martin","Interview"
"21198/zz0008zn91",31-JAN-08,"dlp@lists.ucla.edu",30-JUL-20,"oralhistory@library.ucla.edu","21198/zz000904xz",52,"Completed","Interview of Clifford H. Prator Jr.","Interview"
"21198/zz0008znk5",31-JAN-08,"dlp@lists.ucla.edu",17-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",167,"Completed","Interview of Joanna Graudan","Interview"
"21198/zz0008zjvv",31-JAN-08,"dlp@lists.ucla.edu",10-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",181,"Completed","Interview of John Robertson Quinn","Interview"
"21198/zz0008zg20",31-JAN-08,"dlp@lists.ucla.edu",17-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",185,"Completed","Interview of Joseph J. Kaufman","Interview"
"21198/zz0008znmp",31-JAN-08,"dlp@lists.ucla.edu",27-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",237,"Completed","Interview of Mimi Perloff","Interview"
"21198/zz0008zpfk",31-JAN-08,"dlp@lists.ucla.edu",27-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",251,"Completed","Interview of Page Ackerman","Interview"
"21198/zz0008zpp6",31-JAN-08,"dlp@lists.ucla.edu",17-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",142,"Completed","Interview of Helen Manz Moede","Interview"
"21198/zz0008zq2c",31-JAN-08,"dlp@lists.ucla.edu",03-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",365,"Completed","Interview of Wyndham Mortimer","Interview"
"21198/zz0008zq8g",31-JAN-08,"dlp@lists.ucla.edu",20-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",217,"Completed","Interview of Margaret G. Kivelson","Interview"
"21198/zz0008zmqr",31-JAN-08,"dlp@lists.ucla.edu",03-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",367,"Completed","Interview of Zelma Wilson","Interview"
"21198/zz0008zqc1",31-JAN-08,"dlp@lists.ucla.edu",27-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",246,"Completed","Interview of Norah Jones","Interview"
"21198/zz0008zqtr",31-JAN-08,"dlp@lists.ucla.edu",27-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",295,"Completed","Interview of Robert Field Jr.","Interview"
"21198/zz0008zgsv",31-JAN-08,"dlp@lists.ucla.edu",27-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",248,"Completed","Interview of Norman P. Miller (1988)","Interview"
"21198/zz000903f7",31-JAN-08,"dlp@lists.ucla.edu",14-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",298,"Completed","Interview of Robert L. Nathan","Interview"
"21198/zz000902d7",31-JAN-08,"dlp@lists.ucla.edu",14-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",314,"Completed","Interview of S. Charles Lee (1979)","Interview"
"21198/zz0008zf31",31-JAN-08,"dlp@lists.ucla.edu",03-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",363,"Completed","Interview of William Seligman","Interview"
"21198/zz0008zxbd",31-JAN-08,"dlp@lists.ucla.edu",14-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",227,"In progress","Interview of Maurice Weiner","Interview"
"21198/zz0008zgfp",31-JAN-08,"dlp@lists.ucla.edu",27-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",270,"Completed","Interview of Pia Gilbert","Interview"
"21198/zz0008zcqc",31-JAN-08,"dlp@lists.ucla.edu",17-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",151,"Completed","Interview of Irving Blum","Interview"
"21198/zz0008z802",31-JAN-08,"dlp@lists.ucla.edu",03-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",329,"Completed","Interview of Streeter Blair","Interview"
"21198/zz0008zftw",31-JAN-08,"dlp@lists.ucla.edu",03-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",315,"Completed","Interview of S. Charles Lee (1987)","Interview"
"21198/zz0008zr1b",31-JAN-08,"dlp@lists.ucla.edu",27-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",262,"Completed","Interview of Paul Tanner","Interview"
"21198/zz0008zr6x",31-JAN-08,"dlp@lists.ucla.edu",17-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",193,"Completed","Interview of Kenyon J. Scudder","Interview"
"21198/zz0008zrj3",31-JAN-08,"dlp@lists.ucla.edu",14-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",275,"Completed","Interview of Ralph Palmer Merritt","Interview"
"21198/zz0008zrkm",31-JAN-08,"dlp@lists.ucla.edu",10-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",170,"Completed","Interview of John Anson Ford","Interview"
"21198/zz0008zrqp",31-JAN-08,"dlp@lists.ucla.edu",05-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",103,"Completed","Interview of Frances Williams","Interview"
"21198/zz0008zrw8",31-JAN-08,"dlp@lists.ucla.edu",30-JUL-20,"oralhistory@library.ucla.edu","21198/zz000904xz",32,"Completed","Interview of Bella Lewitzky","Interview"
"21198/zz0008zrxs",31-JAN-08,"dlp@lists.ucla.edu",03-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",306,"Completed","Interview of Rosamund Felsen","Interview"
"21198/zz0008zs09",31-JAN-08,"dlp@lists.ucla.edu",17-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",189,"Completed","Interview of Judith R. Holland","Interview"
"21198/zz0008zs1t",31-JAN-08,"dlp@lists.ucla.edu",27-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",280,"Completed","Interview of Raymond Kappe","Interview"
"21198/zz0008zsv7",31-JAN-08,"dlp@lists.ucla.edu",14-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",230,"Completed","Interview of Mel Powell","Interview"
"21198/zz0008zt7d",31-JAN-08,"dlp@lists.ucla.edu",17-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",161,"Completed","Interview of James V. Mink","Interview"
"21198/zz0008ztd0",31-JAN-08,"dlp@lists.ucla.edu",08-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",10,"Completed","Interview of Alice Ehlers","Interview"
"21198/zz00090395",31-JAN-08,"dlp@lists.ucla.edu",10-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",186,"Completed","Interview of Joseph L. Lewinson","Interview"
"21198/zz0008zvjj",31-JAN-08,"dlp@lists.ucla.edu",03-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",357,"Completed","Interview of William H. Chandler","Interview"
"21198/zz0008zwbx",31-JAN-08,"dlp@lists.ucla.edu",14-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",313,"Completed","Interview of Ruth St. Denis","Interview"
"21198/zz0008zwsn",31-JAN-08,"dlp@lists.ucla.edu",03-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",321,"Completed","Interview of Sheila O'Brien","Interview"
"21198/zz0008zwt5",31-JAN-08,"dlp@lists.ucla.edu",09-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",101,"Completed","Interview of Frances Richardson","Interview"
"21198/zz0008zx1r",31-JAN-08,"dlp@lists.ucla.edu",27-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",273,"Completed","Interview of Ralph Freud","Interview"
"21198/zz0008zww6",31-JAN-08,"dlp@lists.ucla.edu",30-JUL-20,"oralhistory@library.ucla.edu","21198/zz000904xz",55,"Completed","Interview of David Frisina","Interview"
"21198/zz0008zwxq",31-JAN-08,"dlp@lists.ucla.edu",17-AUG-20,"oralhistory@library.ucla.edu","21198/zz000904xz",168,"Completed","Interview of Johana Harris","Interview"
"21198/zz0008zx5t",31-JAN-08,"dlp@lists.ucla.edu",09-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",129,"In progress","Interview of Grace Montañez Davis (1978)","Interview"
"21198/zz0008zx6b",31-JAN-08,"dlp@lists.ucla.edu",14-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",336,"Completed","Interview of Van Griffith","Interview"
"21198/zz0008zx7v",31-JAN-08,"dlp@lists.ucla.edu",14-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",346,"In progress","Interview of Wanda Moore","Interview"
"21198/zz0008zxh0",31-JAN-08,"dlp@lists.ucla.edu",08-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",23,"Completed","Interview of Arthur A. Space","Interview"
"21198/zz0008zzkh",31-JAN-08,"dlp@lists.ucla.edu",08-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",5,"Completed","Interview of Al Collier","Interview"
"21198/zz000900zj",31-JAN-08,"dlp@lists.ucla.edu",03-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",368,"Completed","Interview of Zenna L. Serrurier","Interview"
"21198/zz000900sz",31-JAN-08,"dlp@lists.ucla.edu",14-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",243,"Completed","Interview of Neil H. Jacoby (1970)","Interview"
"21198/zz0009025m",31-JAN-08,"dlp@lists.ucla.edu",09-SEP-20,"oralhistory@library.ucla.edu","21198/zz000904xz",127,"Completed","Interview of Gilbert Lindsay","Interview"
